Start	End	Direction	Weight
ACTA1	PAK3	1	1
ACTA1	PAK4	1	1
ACTA1	PAK6	1	1
ACTA1	PAK7	1	1
ACTA1	PECAM1	1	1
ACTA1	PIK3CA	1	1
ACTA1	PIK3R1	1	1
ACTA1	PRKCA	1	1
ACTA1	PRKCB	1	1
ACTA1	PRKCG	1	1
ACTA1	PTK2	1	1
ACTA1	PTPN7	1	1
ACTA1	PVRL1	1	1
ACTA1	PXN	1	1
ACTA1	RAC1	1	1
ACTA1	RAC2	1	1
ACTA1	RAC3	1	1
ACTA1	RAPSN	1	1
ACTA1	RHOA	1	1
ACTA1	RHOG	1	1
ACTA1	RHOJ	1	1
ACTA1	RHOQ	1	1
ACTA1	SPTAN1	1	1
ACTA1	SRC	1	1
ACTA1	TLN1	1	1
ACTA1	TNS1	1	1
ACTA1	UTRN	1	1
ACTA1	VCL	1	1
ACTA1	VEGFA	1	1
ACTA1	ZYX	1	1
ACTA2	ADAM17	1	1
ACTA2	AP2A1	1	1
ACTA2	AP2A2	1	1
ACTA2	CDH1	1	1
ACTA2	CDH3	1	1
ACTA2	CGNL1	1	1
ACTA2	CLTA	1	1
ACTA2	CLTB	1	1
ACTA2	CTNNA1	1	1
ACTA2	CTNNA2	1	1
ACTA2	CTNNA3	1	1
ACTA2	CTNNB1	1	1
ACTA2	DKFZP686A08248	1	1
ACTA2	DKFZP779C1668	1	1
ACTA2	DKFZP781B1340	1	1
ACTA2	HIP1	1	1
ACTA2	HTT	1	1
ACTA2	IFT57	1	1
ACTA2	JUP	1	1
ACTA2	MLLT4	1	1
ACTA2	MMP1	1	1
ACTA2	MMP12	1	1
ACTA2	MMP13	1	1
ACTA2	MMP14	1	1
ACTA2	MMP15	1	1
ACTA2	MMP16	1	1
ACTA2	MMP19	1	1
ACTA2	MMP2	1	1
ACTA2	MMP20	1	1
ACTA2	MMP21	1	1
ACTA2	MMP23A	1	1
ACTA2	MMP24	1	1
ACTA2	MMP25	1	1
ACTA2	MMP27	1	1
ACTA2	MMP28	1	1
ACTA2	MMP7	1	1
ACTA2	MMP8	1	1
ACTA2	MMP9	1	1
ACTA2	MYH1	1	1
ACTA2	MYH10	1	1
ACTA2	MYH11	1	1
ACTA2	MYH13	1	1
ACTA2	MYH14	1	1
ACTA2	MYH16	1	1
ACTA2	MYH2	1	1
ACTA2	MYH3	1	1
ACTA2	MYH4	1	1
ACTA2	MYH6	1	1
ACTA2	MYH7	1	1
ACTA2	MYH7B	1	1
ACTA2	MYH8	1	1
ACTA2	MYH9	1	1
ACTA2	MYO15A	1	1
ACTA2	MYO16	1	1
ACTA2	MYO18A	1	1
ACTA2	MYO18B	1	1
ACTA2	MYO19	1	1
ACTA2	MYO1A	1	1
ACTA2	MYO1B	1	1
ACTA2	MYO1C	1	1
ACTA2	MYO1D	1	1
ACTA2	MYO1E	1	1
ACTA2	MYO1F	1	1
ACTA2	MYO5A	1	1
ACTA2	MYO5B	1	1
ACTA2	MYO5C	1	1
ACTA2	MYO6	1	1
ACTA2	MYO7A	1	1
ACTA2	MYO7B	1	1
ACTA2	MYO9A	1	1
ACTA2	MYO9B	1	1
ACTA2	PRKCA	1	1
ACTA2	PRKCB	1	1
ACTA2	PRKCG	1	1
ACTA2	PVRL1	1	1
ACTA2	RAC1	1	1
ACTA2	RAC2	1	1
ACTA2	RAC3	1	1
ACTA2	RHOG	1	1
ACTA2	RHOJ	1	1
ACTA2	RHOQ	1	1
ACTB	ACTC1	1	1
ACTB	ACTG1	1	1
ACTB	ACTN1	1	1
ACTB	ACTN2	1	1
ACTB	ACTN3	1	1
ACTB	ACTN4	1	1
ACTB	ADAM17	1	1
ACTB	AP2A1	1	1
ACTB	AP2A2	1	1
ACTB	ARHA	1	1
ACTB	ARID1A	1	1
ACTB	ARPC1A	1	1
ACTB	ARPC1B	1	1
ACTB	ARPC2	1	1
ACTB	ARPC3	1	1
ACTB	ARPC4	1	1
ACTB	ARPC5	1	1
ACTB	ARPC5L	1	1
ACTB	ATF2	1	1
ACTB	BAIAP2	1	1
ACTB	CCT1	1	1
ACTB	CCT2	1	1
ACTB	CCT3	1	1
ACTB	CCT4	1	1
ACTB	CCT5	1	1
ACTB	CCT6A	1	1
ACTB	CCT7	1	1
ACTB	CCT8	1	1
ACTB	CDH1	1	1
ACTB	CDH3	1	1
ACTB	CFL1	1	1
ACTB	CFL2	1	1
ACTB	CGNL1	1	1
ACTB	CLTA	1	1
ACTB	CLTB	1	1
ACTB	COL10A1	1	1
ACTB	COL11A1	1	1
ACTB	COL11A2	1	1
ACTB	COL12A1	1	1
ACTB	COL13A1	1	1
ACTB	COL14A1	1	1
ACTB	COL15A1	1	1
ACTB	COL16A1	1	1
ACTB	COL17A1	1	1
ACTB	COL18A1	1	1
ACTB	COL19A1	1	1
ACTB	COL1A1	1	1
ACTB	COL1A2	1	1
ACTB	COL20A1	1	1
ACTB	COL22A1	1	1
ACTB	COL27A1	1	1
ACTB	COL2A1	1	1
ACTB	COL3A1	1	1
ACTB	COL4A1	1	1
ACTB	COL4A2	1	1
ACTB	COL4A3	1	1
